document_id,property_id,document_type,document_name,file_format,file_size_mb,created_date,last_modified,document_status,access_level,key_terms_extracted,has_signatures,requires_renewal,expiry_date
DOC_003022,CBRE_00147,Financial Statement,CBRE_00147_Financial_Statement_1.xlsx,xlsx,0.76,2020-09-14,2023-05-17,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003023,CBRE_00147,Energy Audit,CBRE_00147_Energy_Audit_1.pdf,pdf,3.95,2023-05-16,2024-06-12,Active,Public,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003024,CBRE_00147,Appraisal Report,CBRE_00147_Appraisal_Report_1.pdf,pdf,4.63,2024-01-23,2023-04-15,Draft,Confidential,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003025,CBRE_00147,Insurance Policy,CBRE_00147_Insurance_Policy_1.pdf,pdf,1.48,2022-10-16,2023-07-08,Draft,Confidential,"general, property, management",True,True,2026-06-13
DOC_003026,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_1.csv,csv,2.46,2020-08-22,2023-12-02,Active,Internal,"general, property, management",False,False,
DOC_003027,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_2.csv,csv,2.49,2020-10-23,2024-07-24,Active,Public,"general, property, management",False,False,
DOC_003028,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_3.csv,csv,4.95,2024-11-26,2024-10-05,Active,Public,"general, property, management",False,False,
DOC_003029,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_4.csv,csv,2.82,2024-08-24,2024-05-18,Draft,Confidential,"general, property, management",False,False,
DOC_003030,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_5.csv,csv,0.54,2021-03-20,2024-06-11,Active,Internal,"general, property, management",False,False,
DOC_003031,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_6.csv,csv,4.54,2024-10-23,2023-03-15,Active,Internal,"general, property, management",False,False,
DOC_003032,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_7.csv,csv,2.08,2020-03-23,2023-03-16,Active,Internal,"general, property, management",False,False,
DOC_003033,CBRE_00147,Maintenance Log,CBRE_00147_Maintenance_Log_8.csv,csv,4.24,2024-05-08,2023-04-05,Draft,Public,"general, property, management",False,False,
DOC_003034,CBRE_00147,Tenant Correspondence,CBRE_00147_Tenant_Correspondence_1.docx,docx,3.09,2023-04-02,2024-12-09,Active,Internal,"general, property, management",False,False,
DOC_003035,CBRE_00147,Tenant Correspondence,CBRE_00147_Tenant_Correspondence_2.docx,docx,2.26,2020-11-03,2024-01-15,Active,Internal,"general, property, management",False,False,
DOC_003036,CBRE_00147,Tenant Correspondence,CBRE_00147_Tenant_Correspondence_3.docx,docx,2.79,2020-12-09,2023-08-20,Active,Public,"general, property, management",False,False,
DOC_003037,CBRE_00147,Tenant Correspondence,CBRE_00147_Tenant_Correspondence_4.docx,docx,4.28,2023-10-28,2024-09-24,Active,Public,"general, property, management",False,False,
DOC_003038,CBRE_00147,Tenant Correspondence,CBRE_00147_Tenant_Correspondence_5.docx,docx,2.74,2022-02-06,2024-01-09,Active,Internal,"general, property, management",False,False,
DOC_003039,CBRE_00147,Market Analysis,CBRE_00147_Market_Analysis_1.pptx,pptx,2.88,2022-10-27,2023-11-30,Active,Public,"general, property, management",False,False,
DOC_003040,CBRE_00147,Environmental Report,CBRE_00147_Environmental_Report_1.pdf,pdf,4.52,2020-02-24,2024-01-18,Active,Public,"general, property, management",False,False,
DOC_003041,CBRE_00148,Lease Agreement,CBRE_00148_Lease_Agreement_1.pdf,pdf,1.93,2022-03-26,2023-05-03,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2027-02-06
DOC_003042,CBRE_00148,Lease Agreement,CBRE_00148_Lease_Agreement_2.pdf,pdf,4.09,2020-07-19,2024-09-28,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-02-27
DOC_003043,CBRE_00148,Property Inspection Report,CBRE_00148_Property_Inspection_Report_1.pdf,pdf,3.88,2022-11-28,2024-05-15,Active,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_003044,CBRE_00148,Financial Statement,CBRE_00148_Financial_Statement_1.xlsx,xlsx,4.09,2021-09-16,2024-02-08,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003045,CBRE_00148,Financial Statement,CBRE_00148_Financial_Statement_2.xlsx,xlsx,0.2,2020-01-21,2024-06-04,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003046,CBRE_00148,Financial Statement,CBRE_00148_Financial_Statement_3.xlsx,xlsx,0.63,2023-08-11,2024-04-27,Draft,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003047,CBRE_00148,Energy Audit,CBRE_00148_Energy_Audit_1.pdf,pdf,2.01,2024-06-02,2023-09-25,Archived,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003048,CBRE_00148,Appraisal Report,CBRE_00148_Appraisal_Report_1.pdf,pdf,1.65,2024-07-28,2024-01-11,Active,Public,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003049,CBRE_00148,Insurance Policy,CBRE_00148_Insurance_Policy_1.pdf,pdf,4.02,2022-04-08,2023-07-22,Active,Confidential,"general, property, management",True,True,2027-10-07
DOC_003050,CBRE_00148,Maintenance Log,CBRE_00148_Maintenance_Log_1.csv,csv,1.5,2021-07-31,2023-04-14,Draft,Public,"general, property, management",False,False,
DOC_003051,CBRE_00148,Maintenance Log,CBRE_00148_Maintenance_Log_2.csv,csv,0.96,2020-11-19,2023-07-02,Active,Public,"general, property, management",False,False,
DOC_003052,CBRE_00148,Maintenance Log,CBRE_00148_Maintenance_Log_3.csv,csv,1.11,2024-08-07,2023-12-09,Active,Public,"general, property, management",False,False,
DOC_003053,CBRE_00148,Maintenance Log,CBRE_00148_Maintenance_Log_4.csv,csv,3.56,2020-04-18,2023-05-13,Archived,Internal,"general, property, management",False,False,
DOC_003054,CBRE_00148,Maintenance Log,CBRE_00148_Maintenance_Log_5.csv,csv,1.38,2023-01-08,2023-06-28,Archived,Internal,"general, property, management",False,False,
DOC_003055,CBRE_00148,Tenant Correspondence,CBRE_00148_Tenant_Correspondence_1.docx,docx,4.93,2024-06-29,2024-03-09,Active,Internal,"general, property, management",False,False,
DOC_003056,CBRE_00148,Tenant Correspondence,CBRE_00148_Tenant_Correspondence_2.docx,docx,1.24,2020-02-23,2023-04-01,Draft,Internal,"general, property, management",False,False,
DOC_003057,CBRE_00148,Market Analysis,CBRE_00148_Market_Analysis_1.pptx,pptx,3.38,2023-03-26,2024-04-23,Active,Internal,"general, property, management",False,False,
DOC_003058,CBRE_00148,Environmental Report,CBRE_00148_Environmental_Report_1.pdf,pdf,4.63,2023-06-05,2023-03-19,Active,Internal,"general, property, management",False,False,
DOC_003059,CBRE_00149,Lease Agreement,CBRE_00149_Lease_Agreement_1.pdf,pdf,2.28,2023-11-11,2024-03-04,Archived,Internal,"rent, term, renewal, escalation, cam",True,True,2027-03-26
DOC_003060,CBRE_00149,Property Inspection Report,CBRE_00149_Property_Inspection_Report_1.pdf,pdf,1.59,2021-11-29,2023-03-19,Active,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_003061,CBRE_00149,Property Inspection Report,CBRE_00149_Property_Inspection_Report_2.pdf,pdf,3.57,2023-09-13,2024-12-03,Draft,Public,"hvac, roof, structural, safety, code",False,False,
DOC_003062,CBRE_00149,Financial Statement,CBRE_00149_Financial_Statement_1.xlsx,xlsx,1.08,2020-12-08,2024-08-12,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003063,CBRE_00149,Energy Audit,CBRE_00149_Energy_Audit_1.pdf,pdf,3.48,2020-06-01,2024-06-07,Archived,Confidential,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003064,CBRE_00149,Appraisal Report,CBRE_00149_Appraisal_Report_1.pdf,pdf,3.75,2020-10-08,2023-12-03,Active,Public,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003065,CBRE_00149,Insurance Policy,CBRE_00149_Insurance_Policy_1.pdf,pdf,4.46,2020-12-14,2024-09-22,Active,Confidential,"general, property, management",True,True,2026-03-23
DOC_003066,CBRE_00149,Maintenance Log,CBRE_00149_Maintenance_Log_1.csv,csv,0.47,2023-08-25,2023-03-18,Active,Confidential,"general, property, management",False,False,
DOC_003067,CBRE_00149,Maintenance Log,CBRE_00149_Maintenance_Log_2.csv,csv,1.76,2024-03-20,2024-12-24,Active,Internal,"general, property, management",False,False,
DOC_003068,CBRE_00149,Maintenance Log,CBRE_00149_Maintenance_Log_3.csv,csv,2.55,2023-07-25,2023-05-15,Active,Internal,"general, property, management",False,False,
DOC_003069,CBRE_00149,Maintenance Log,CBRE_00149_Maintenance_Log_4.csv,csv,0.36,2022-08-03,2023-01-03,Active,Internal,"general, property, management",False,False,
DOC_003070,CBRE_00149,Maintenance Log,CBRE_00149_Maintenance_Log_5.csv,csv,2.08,2021-05-21,2024-10-14,Archived,Public,"general, property, management",False,False,
DOC_003071,CBRE_00149,Maintenance Log,CBRE_00149_Maintenance_Log_6.csv,csv,3.12,2020-03-05,2023-07-27,Active,Confidential,"general, property, management",False,False,
DOC_003072,CBRE_00149,Maintenance Log,CBRE_00149_Maintenance_Log_7.csv,csv,4.98,2021-04-06,2023-08-18,Active,Internal,"general, property, management",False,False,
DOC_003073,CBRE_00149,Tenant Correspondence,CBRE_00149_Tenant_Correspondence_1.docx,docx,3.83,2022-10-16,2024-08-26,Draft,Internal,"general, property, management",False,False,
DOC_003074,CBRE_00149,Tenant Correspondence,CBRE_00149_Tenant_Correspondence_2.docx,docx,1.62,2022-12-13,2023-12-31,Active,Internal,"general, property, management",False,False,
DOC_003075,CBRE_00149,Tenant Correspondence,CBRE_00149_Tenant_Correspondence_3.docx,docx,4.67,2024-11-09,2023-06-29,Active,Confidential,"general, property, management",False,False,
DOC_003076,CBRE_00149,Tenant Correspondence,CBRE_00149_Tenant_Correspondence_4.docx,docx,4.94,2022-06-07,2023-01-25,Archived,Public,"general, property, management",False,False,
DOC_003077,CBRE_00149,Market Analysis,CBRE_00149_Market_Analysis_1.pptx,pptx,3.21,2020-11-25,2023-03-25,Archived,Internal,"general, property, management",False,False,
DOC_003078,CBRE_00149,Environmental Report,CBRE_00149_Environmental_Report_1.pdf,pdf,4.68,2024-09-04,2023-09-01,Draft,Internal,"general, property, management",False,False,
DOC_003079,CBRE_00150,Lease Agreement,CBRE_00150_Lease_Agreement_1.pdf,pdf,1.08,2021-03-10,2023-08-10,Active,Public,"rent, term, renewal, escalation, cam",True,True,2027-03-22
DOC_003080,CBRE_00150,Lease Agreement,CBRE_00150_Lease_Agreement_2.pdf,pdf,2.92,2024-11-05,2023-11-16,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-12-01
DOC_003081,CBRE_00150,Lease Agreement,CBRE_00150_Lease_Agreement_3.pdf,pdf,3.5,2024-11-17,2023-04-11,Active,Public,"rent, term, renewal, escalation, cam",True,True,2026-01-20
DOC_003082,CBRE_00150,Property Inspection Report,CBRE_00150_Property_Inspection_Report_1.pdf,pdf,3.9,2021-01-17,2024-01-23,Draft,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003083,CBRE_00150,Property Inspection Report,CBRE_00150_Property_Inspection_Report_2.pdf,pdf,2.84,2021-05-22,2024-09-07,Draft,Public,"hvac, roof, structural, safety, code",False,False,
DOC_003084,CBRE_00150,Financial Statement,CBRE_00150_Financial_Statement_1.xlsx,xlsx,2.43,2021-07-19,2024-09-26,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003085,CBRE_00150,Financial Statement,CBRE_00150_Financial_Statement_2.xlsx,xlsx,0.15,2020-11-11,2023-04-05,Active,Public,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003086,CBRE_00150,Energy Audit,CBRE_00150_Energy_Audit_1.pdf,pdf,3.23,2022-03-15,2024-02-11,Active,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003087,CBRE_00150,Appraisal Report,CBRE_00150_Appraisal_Report_1.pdf,pdf,2.02,2024-08-22,2023-06-18,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003088,CBRE_00150,Insurance Policy,CBRE_00150_Insurance_Policy_1.pdf,pdf,0.63,2021-04-11,2024-08-03,Draft,Internal,"general, property, management",True,True,2026-04-29
DOC_003089,CBRE_00150,Maintenance Log,CBRE_00150_Maintenance_Log_1.csv,csv,0.35,2023-05-23,2024-09-23,Active,Public,"general, property, management",False,False,
DOC_003090,CBRE_00150,Maintenance Log,CBRE_00150_Maintenance_Log_2.csv,csv,2.91,2024-04-05,2024-11-28,Active,Internal,"general, property, management",False,False,
DOC_003091,CBRE_00150,Maintenance Log,CBRE_00150_Maintenance_Log_3.csv,csv,0.15,2023-11-05,2023-02-07,Draft,Internal,"general, property, management",False,False,
DOC_003092,CBRE_00150,Maintenance Log,CBRE_00150_Maintenance_Log_4.csv,csv,2.14,2024-04-28,2024-01-29,Draft,Internal,"general, property, management",False,False,
DOC_003093,CBRE_00150,Maintenance Log,CBRE_00150_Maintenance_Log_5.csv,csv,1.58,2022-09-16,2023-11-22,Active,Internal,"general, property, management",False,False,
DOC_003094,CBRE_00150,Tenant Correspondence,CBRE_00150_Tenant_Correspondence_1.docx,docx,2.99,2021-03-10,2023-05-08,Active,Internal,"general, property, management",False,False,
DOC_003095,CBRE_00150,Tenant Correspondence,CBRE_00150_Tenant_Correspondence_2.docx,docx,1.34,2022-03-21,2023-06-12,Active,Public,"general, property, management",False,False,
DOC_003096,CBRE_00150,Market Analysis,CBRE_00150_Market_Analysis_1.pptx,pptx,3.29,2020-10-14,2024-11-05,Active,Internal,"general, property, management",False,False,
DOC_003097,CBRE_00150,Environmental Report,CBRE_00150_Environmental_Report_1.pdf,pdf,0.76,2023-04-07,2023-04-21,Active,Public,"general, property, management",False,False,
DOC_003098,CBRE_00151,Lease Agreement,CBRE_00151_Lease_Agreement_1.pdf,pdf,2.03,2020-04-18,2024-08-10,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-07-14
DOC_003099,CBRE_00151,Property Inspection Report,CBRE_00151_Property_Inspection_Report_1.pdf,pdf,1.23,2021-12-07,2023-04-19,Draft,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003100,CBRE_00151,Property Inspection Report,CBRE_00151_Property_Inspection_Report_2.pdf,pdf,0.38,2024-10-09,2024-11-09,Active,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_003101,CBRE_00151,Financial Statement,CBRE_00151_Financial_Statement_1.xlsx,xlsx,4.85,2021-07-02,2023-03-22,Archived,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003102,CBRE_00151,Financial Statement,CBRE_00151_Financial_Statement_2.xlsx,xlsx,4.77,2022-11-17,2024-09-04,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003103,CBRE_00151,Energy Audit,CBRE_00151_Energy_Audit_1.pdf,pdf,0.3,2020-04-18,2023-08-08,Archived,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003104,CBRE_00151,Appraisal Report,CBRE_00151_Appraisal_Report_1.pdf,pdf,4.53,2021-01-20,2023-09-17,Active,Public,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003105,CBRE_00151,Insurance Policy,CBRE_00151_Insurance_Policy_1.pdf,pdf,0.73,2022-02-18,2023-07-10,Active,Confidential,"general, property, management",True,True,2027-04-19
DOC_003106,CBRE_00151,Maintenance Log,CBRE_00151_Maintenance_Log_1.csv,csv,1.09,2022-12-07,2024-05-24,Draft,Confidential,"general, property, management",False,False,
DOC_003107,CBRE_00151,Maintenance Log,CBRE_00151_Maintenance_Log_2.csv,csv,4.55,2022-09-12,2023-01-16,Active,Internal,"general, property, management",False,False,
DOC_003108,CBRE_00151,Maintenance Log,CBRE_00151_Maintenance_Log_3.csv,csv,3.44,2022-08-30,2024-04-22,Archived,Confidential,"general, property, management",False,False,
DOC_003109,CBRE_00151,Tenant Correspondence,CBRE_00151_Tenant_Correspondence_1.docx,docx,3.69,2022-12-10,2024-11-05,Active,Confidential,"general, property, management",False,False,
DOC_003110,CBRE_00151,Tenant Correspondence,CBRE_00151_Tenant_Correspondence_2.docx,docx,0.7,2020-06-10,2024-11-28,Draft,Public,"general, property, management",False,False,
DOC_003111,CBRE_00151,Tenant Correspondence,CBRE_00151_Tenant_Correspondence_3.docx,docx,4.74,2021-06-20,2023-10-22,Active,Confidential,"general, property, management",False,False,
DOC_003112,CBRE_00151,Tenant Correspondence,CBRE_00151_Tenant_Correspondence_4.docx,docx,3.43,2022-07-17,2024-05-13,Draft,Confidential,"general, property, management",False,False,
DOC_003113,CBRE_00151,Tenant Correspondence,CBRE_00151_Tenant_Correspondence_5.docx,docx,3.69,2022-07-14,2023-07-01,Active,Internal,"general, property, management",False,False,
DOC_003114,CBRE_00151,Market Analysis,CBRE_00151_Market_Analysis_1.pptx,pptx,3.43,2021-01-10,2024-11-11,Active,Internal,"general, property, management",False,False,
DOC_003115,CBRE_00151,Environmental Report,CBRE_00151_Environmental_Report_1.pdf,pdf,2.93,2023-10-19,2024-11-27,Active,Confidential,"general, property, management",False,False,
DOC_003116,CBRE_00152,Lease Agreement,CBRE_00152_Lease_Agreement_1.pdf,pdf,2.98,2023-06-26,2023-02-17,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-09-20
DOC_003117,CBRE_00152,Lease Agreement,CBRE_00152_Lease_Agreement_2.pdf,pdf,3.67,2023-02-19,2023-10-20,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-10-26
DOC_003118,CBRE_00152,Property Inspection Report,CBRE_00152_Property_Inspection_Report_1.pdf,pdf,2.84,2024-10-21,2024-05-02,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_003119,CBRE_00152,Financial Statement,CBRE_00152_Financial_Statement_1.xlsx,xlsx,4.14,2021-09-09,2024-11-07,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003120,CBRE_00152,Financial Statement,CBRE_00152_Financial_Statement_2.xlsx,xlsx,1.97,2024-05-21,2024-08-11,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003121,CBRE_00152,Financial Statement,CBRE_00152_Financial_Statement_3.xlsx,xlsx,0.4,2021-04-15,2023-04-01,Draft,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003122,CBRE_00152,Financial Statement,CBRE_00152_Financial_Statement_4.xlsx,xlsx,0.9,2024-05-25,2023-07-25,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003123,CBRE_00152,Energy Audit,CBRE_00152_Energy_Audit_1.pdf,pdf,4.06,2023-11-05,2023-09-09,Archived,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003124,CBRE_00152,Appraisal Report,CBRE_00152_Appraisal_Report_1.pdf,pdf,2.13,2023-07-29,2023-06-29,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003125,CBRE_00152,Insurance Policy,CBRE_00152_Insurance_Policy_1.pdf,pdf,2.25,2020-12-24,2024-07-14,Active,Confidential,"general, property, management",True,True,2027-02-17
DOC_003126,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_1.csv,csv,3.89,2023-08-01,2023-09-12,Active,Public,"general, property, management",False,False,
DOC_003127,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_2.csv,csv,0.55,2023-06-10,2024-10-04,Active,Internal,"general, property, management",False,False,
DOC_003128,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_3.csv,csv,2.09,2020-11-23,2024-04-15,Active,Internal,"general, property, management",False,False,
DOC_003129,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_4.csv,csv,0.3,2020-12-02,2024-06-13,Active,Confidential,"general, property, management",False,False,
DOC_003130,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_5.csv,csv,1.63,2023-06-27,2023-01-26,Draft,Confidential,"general, property, management",False,False,
DOC_003131,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_6.csv,csv,4.5,2021-09-28,2024-01-29,Draft,Confidential,"general, property, management",False,False,
DOC_003132,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_7.csv,csv,4.07,2022-04-10,2024-08-13,Archived,Internal,"general, property, management",False,False,
DOC_003133,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_8.csv,csv,2.03,2020-02-17,2023-08-12,Active,Internal,"general, property, management",False,False,
DOC_003134,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_9.csv,csv,0.38,2020-08-04,2023-08-28,Active,Confidential,"general, property, management",False,False,
DOC_003135,CBRE_00152,Maintenance Log,CBRE_00152_Maintenance_Log_10.csv,csv,1.32,2024-02-11,2024-12-10,Draft,Confidential,"general, property, management",False,False,
DOC_003136,CBRE_00152,Tenant Correspondence,CBRE_00152_Tenant_Correspondence_1.docx,docx,4.75,2023-06-04,2024-07-21,Active,Internal,"general, property, management",False,False,
DOC_003137,CBRE_00152,Tenant Correspondence,CBRE_00152_Tenant_Correspondence_2.docx,docx,4.52,2023-01-05,2023-09-16,Archived,Internal,"general, property, management",False,False,
DOC_003138,CBRE_00152,Market Analysis,CBRE_00152_Market_Analysis_1.pptx,pptx,4.81,2020-10-12,2023-09-05,Active,Confidential,"general, property, management",False,False,
DOC_003139,CBRE_00152,Environmental Report,CBRE_00152_Environmental_Report_1.pdf,pdf,1.23,2021-09-15,2024-07-19,Active,Confidential,"general, property, management",False,False,
DOC_003140,CBRE_00153,Lease Agreement,CBRE_00153_Lease_Agreement_1.pdf,pdf,4.72,2024-11-24,2024-07-22,Draft,Confidential,"rent, term, renewal, escalation, cam",True,True,2027-09-23
DOC_003141,CBRE_00153,Property Inspection Report,CBRE_00153_Property_Inspection_Report_1.pdf,pdf,3.55,2023-12-29,2023-01-13,Active,Public,"hvac, roof, structural, safety, code",False,False,
DOC_003142,CBRE_00153,Property Inspection Report,CBRE_00153_Property_Inspection_Report_2.pdf,pdf,3.31,2024-02-18,2024-01-06,Active,Public,"hvac, roof, structural, safety, code",False,False,
DOC_003143,CBRE_00153,Financial Statement,CBRE_00153_Financial_Statement_1.xlsx,xlsx,1.37,2021-05-06,2024-05-19,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003144,CBRE_00153,Financial Statement,CBRE_00153_Financial_Statement_2.xlsx,xlsx,1.11,2023-12-04,2023-05-15,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003145,CBRE_00153,Financial Statement,CBRE_00153_Financial_Statement_3.xlsx,xlsx,0.32,2023-03-15,2023-11-03,Archived,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003146,CBRE_00153,Energy Audit,CBRE_00153_Energy_Audit_1.pdf,pdf,4.05,2023-07-16,2024-11-25,Draft,Public,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003147,CBRE_00153,Appraisal Report,CBRE_00153_Appraisal_Report_1.pdf,pdf,0.19,2021-06-03,2023-06-12,Active,Public,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003148,CBRE_00153,Insurance Policy,CBRE_00153_Insurance_Policy_1.pdf,pdf,4.17,2021-03-02,2023-09-01,Active,Confidential,"general, property, management",True,True,2027-07-12
DOC_003149,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_1.csv,csv,1.78,2021-01-11,2024-12-29,Active,Confidential,"general, property, management",False,False,
DOC_003150,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_2.csv,csv,2.08,2023-03-14,2024-01-07,Active,Internal,"general, property, management",False,False,
DOC_003151,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_3.csv,csv,1.16,2020-12-22,2024-09-07,Active,Internal,"general, property, management",False,False,
DOC_003152,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_4.csv,csv,2.24,2020-06-27,2024-11-07,Active,Confidential,"general, property, management",False,False,
DOC_003153,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_5.csv,csv,0.73,2021-07-11,2023-11-05,Active,Internal,"general, property, management",False,False,
DOC_003154,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_6.csv,csv,2.4,2022-10-28,2024-08-24,Archived,Confidential,"general, property, management",False,False,
DOC_003155,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_7.csv,csv,4.13,2020-09-21,2024-09-25,Archived,Internal,"general, property, management",False,False,
DOC_003156,CBRE_00153,Maintenance Log,CBRE_00153_Maintenance_Log_8.csv,csv,1.75,2021-03-26,2024-11-15,Active,Confidential,"general, property, management",False,False,
DOC_003157,CBRE_00153,Tenant Correspondence,CBRE_00153_Tenant_Correspondence_1.docx,docx,2.7,2020-02-22,2024-11-04,Active,Confidential,"general, property, management",False,False,
DOC_003158,CBRE_00153,Tenant Correspondence,CBRE_00153_Tenant_Correspondence_2.docx,docx,4.46,2021-08-19,2023-12-31,Active,Confidential,"general, property, management",False,False,
DOC_003159,CBRE_00153,Tenant Correspondence,CBRE_00153_Tenant_Correspondence_3.docx,docx,0.8,2020-07-01,2023-08-24,Active,Internal,"general, property, management",False,False,
DOC_003160,CBRE_00153,Market Analysis,CBRE_00153_Market_Analysis_1.pptx,pptx,1.59,2022-10-22,2023-11-12,Active,Internal,"general, property, management",False,False,
DOC_003161,CBRE_00153,Environmental Report,CBRE_00153_Environmental_Report_1.pdf,pdf,2.39,2021-08-26,2024-05-05,Archived,Internal,"general, property, management",False,False,
DOC_003162,CBRE_00154,Lease Agreement,CBRE_00154_Lease_Agreement_1.pdf,pdf,3.31,2021-03-06,2023-01-11,Draft,Confidential,"rent, term, renewal, escalation, cam",True,True,2027-03-24
DOC_003163,CBRE_00154,Lease Agreement,CBRE_00154_Lease_Agreement_2.pdf,pdf,1.29,2021-04-18,2023-08-19,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-04-17
DOC_003164,CBRE_00154,Lease Agreement,CBRE_00154_Lease_Agreement_3.pdf,pdf,4.71,2022-12-16,2023-03-15,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2027-08-24
DOC_003165,CBRE_00154,Property Inspection Report,CBRE_00154_Property_Inspection_Report_1.pdf,pdf,0.79,2024-07-07,2024-05-21,Active,Public,"hvac, roof, structural, safety, code",False,False,
DOC_003166,CBRE_00154,Financial Statement,CBRE_00154_Financial_Statement_1.xlsx,xlsx,4.55,2022-02-27,2023-07-10,Archived,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003167,CBRE_00154,Financial Statement,CBRE_00154_Financial_Statement_2.xlsx,xlsx,1.73,2024-05-13,2023-04-09,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_003168,CBRE_00154,Energy Audit,CBRE_00154_Energy_Audit_1.pdf,pdf,2.17,2020-10-31,2024-02-21,Active,Public,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_003169,CBRE_00154,Appraisal Report,CBRE_00154_Appraisal_Report_1.pdf,pdf,2.36,2023-11-23,2024-11-04,Draft,Confidential,"value, comparables, market, highest best use, cap rate",False,False,
DOC_003170,CBRE_00154,Insurance Policy,CBRE_00154_Insurance_Policy_1.pdf,pdf,2.56,2021-07-16,2024-01-22,Active,Internal,"general, property, management",True,True,2026-07-11
DOC_003171,CBRE_00154,Maintenance Log,CBRE_00154_Maintenance_Log_1.csv,csv,1.82,2023-02-21,2024-07-02,Active,Internal,"general, property, management",False,False,
